ʵ�����,���,ʵ������,����ͼFID,��ǩͼFID,Ԥѵ�����,��ʽѵ�����,����ʱ��,PSNR,SSIM,EMD,NRMS,ROC,PRC,��ע
SegmTransformer,90,Sat Sep  2 22:59:26 2023,0,0,50000,50000,0h 5min 5.519902229309082second,27.345112061433866,0.7851503423073111,0.002637911837562146,0.04796152557971664,0.7516034163094273,0.7792132854816084,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用HuberLoss，deita=0.25，epoch=20"
SegmTransformer,91,Sat Sep  2 23:49:49 2023,0,0,50000,50000,0h 5min 9.108357667922974second,27.52311430918143,0.7791379815188634,0.002367011515138725,0.04731618249073858,0.7538808941426677,0.7726237951465695,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，epoch=20"
SegmTransformer,92,Sun Sep  3 00:24:43 2023,0,0,50000,50000,0h 5min 25.229224920272827second,27.68329407926305,0.786378130242533,0.0024877758378777583,0.04630525559054298,0.7332194039260568,0.7620789476015492,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，logloss+Hloss，epoch=20"
SegmTransformer,93,Sun Sep  3 12:10:25 2023,0,0,50000,50000,0h 5min 25.425914525985718second,26.666996963956716,0.764825835415534,0.004648628638758219,0.051463228353022125,0.6935691350577219,0.7477186456176701,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MSEloss，加权改进，s=23.62928869，b=0.19946715，weight=10/1+torch.exp-s*abspred-target-b，epoch=20"
SegmTransformer,94,Sun Sep  3 15:02:42 2023,0,0,50000,50000,0h 5min 33.527209520339966second,27.467509960014322,0.7867432530760594,0.0033676028628415616,0.04740709076479727,0.7313221071795687,0.7647771042354327,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，5*qloss+Hloss，epoch=20"
SegmTransformer,95,Sun Sep  3 16:56:56 2023,0,0,50000,50000,0h 4min 58.321736097335815second,27.689218446905592,0.7864783444625816,0.0031222735358550483,0.046308650221295974,0.7349156639842048,0.7810454717314737,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，qloss+Hloss，q=0.2，delta=0.25，epoch=20"
SegmTransformer,96,Sun Sep  3 23:30:27 2023,0,0,50000,50000,0h 8min 46.033448457717896second,27.50241141743344,0.7817116916339171,0.0023454712932239443,0.04711127448891905,0.7493510013423237,0.781948308288594,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，qloss+Hloss，q=0.15，delta=0.25，epoch=20"
SegmTransformer,97,Sun Sep  3 23:31:11 2023,0,0,50000,50000,0h 8min 46.28138732910156second,27.449692657645105,0.7831224327742875,0.002658086954869151,0.04756675986318743,0.7386038414545233,0.7658500263942944,CircuitNet-28数集，tinyeh=20，加载预训练模型，采用MixLoss，qloss+Hloss，q=0.1，delta=0.25，epoch=20
SegmTransformer,98,Sun Sep  3 23:58:40 2023,0,0,50000,50000,0h 7min 8.522291421890259second,27.058935418643618,0.7647573277473146,0.0023099323440291335,0.05042788561854894,0.7545447486866881,0.7532145588488197,CircuitNet-28数集，tinyeh=20，加载预训练模型，采用MixLoss，qloss+Hloss，q=0.1，delta=0.2，epoch=20
SegmTransformer,99,Mon Sep  4 10:40:43 2023,0,0,50000,50000,0h 10min 39.03097343444824second,27.536549018439135,0.7885197716160864,0.0029438237098013856,0.047104275536000544,0.7402309675255029,0.7683656750269253,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，qloss+Hloss，q=0.15，delta=0.2，epoch=20"
SegmTransformer,100,Mon Sep  4 10:42:21 2023,0,0,50000,50000,0h 11min 51.79091453552246second,27.431614586573858,0.7878367804969065,0.002364504050967365,0.04756994499573901,0.7456149997308971,0.7628646406392586,CircuitNet-28数集，tinyeh=20，加载采用MixLoss，qloss+Hloss，q=0.2，delta=0.2，epoch=20
SegmTransformer,101,Mon Sep  4 10:43:14 2023,0,0,50000,50000,0h 11min 28.106785535812378second,27.66996743806646,0.7880829560444269,0.002308486912554947,0.04622667746006768,0.7550204117105485,0.7793681320891036,CircuitNet-28数集，tinyeh=20，加载oss，qloss+Hloss，q=0.25，delta=0.2，epoch=20
SegmTransformer,102,Mon Sep  4 12:57:01 2023,0,0,50000,50000,0h 12min 42.67681956291199second,27.397398324708607,0.7786521676533448,0.002877056033511831,0.04803923420094943,0.741276121750968,0.77505146705095,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，qloss+Hloss，q=0.1，delta=0.15，epoch=20"
SegmTransformer,103,Mon Sep  4 12:57:25 2023,0,0,50000,50000,0h 12min 54.58146405220032second,27.73135784283841,0.7883465120933364,0.0027072697162025343,0.04613506106992195,0.7463832567588531,0.7766807920342548,CircuitNet-28数集，tinyeh=20，加载采用MixLoss，qloss+Hloss，q=0.15，delta=0.15，epoch=20
SegmTransformer,104,Mon Sep  4 12:58:07 2023,0,0,50000,50000,0h 12min 39.81180214881897second,27.346962375564036,0.7722871725208543,0.003224155431149431,0.048565397504925674,0.746184771172985,0.7819438648644977,CircuitNet-28数集，tinyeh=20，加载oss，qloss+Hloss，q=0.2，delta=0.15，epoch=20
SegmTransformer,105,Mon Sep  4 18:34:25 2023,0,0,50000,50000,0h 11min 42.88937544822693second,26.860208205933855,0.7578775247352078,0.0032827989416086265,0.05202549561204861,0.703377616274016,0.7616135081296295,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，qloss+Hloss，q=0.25，delta=0.15，epoch=20"
SegmTransformer,107,Mon Sep  4 18:35:54 2023,0,0,50000,50000,0h 12min 12.006751298904419second,27.225873929795437,0.7871685782336194,0.002389063349867289,0.0489174527428796,0.7378428034943072,0.7577207887767493,CircuitNet-28数集，tinyeh=20，加载oss，qloss+Hloss，q=0.15，delta=0.1，epoch=20
SegmTransformer,106,Mon Sep  4 18:35:21 2023,0,0,50000,50000,0h 12min 30.07504892349243second,27.68027141121407,0.7878739559336753,0.0027779196065234775,0.04630014477092136,0.7454261837828234,0.7712134464021785,CircuitNet-28数集，tinyeh=20，加载采用MixLoss，qloss+Hloss，q=0.1，delta=0.1，epoch=20
SegmTransformer,109,Tue Sep  5 17:38:40 2023,0,0,50000,50000,0h 6min 54.175299644470215second,1.1797912693527794,0.1781571586008488,0.0019197509201377744,0.8737274119584724,0.010284816552388117,0.5609479439349266,CircuitNet-28数集，tinyeh=20，加载采用MixLoss，Hloss，epoch=20
SegmTransformer,108,Tue Sep  5 17:20:45 2023,0,0,50000,50000,0h 5min 44.97535586357117second,27.53146350735256,0.7861002987449295,0.0027714368290304384,0.04748481397233694,0.7206945047465239,0.7609325604707939,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，Hloss，epoch=20"
SegmTransformer,110,Tue Sep  5 22:36:50 2023,0,0,50000,50000,0h 5min 38.34672451019287second,1.1807644719366817,0.17816060937313075,0.001921028576970251,0.873629511671019,0.010286676187258169,0.5609479439349266,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，Hloss，epoch=20"
SegmTransformer,111,Wed Sep  6 00:09:38 2023,0,0,50000,50000,0h 5min 39.377747535705566second,27.4869003663032,0.7873232867082204,0.0027458092054133167,0.04775904656343496,0.7151346334058284,0.7760638711815123,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，Hloss，w50，epoch=20"
SegmTransformer,112,Wed Sep  6 21:19:40 2023,0,0,50000,50000,0h 5min 48.58442759513855second,27.12346851998866,0.7673423109589445,0.0037932839013833917,0.049805699633813615,0.7477546430247175,0.7564278926601238,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，Hloss，w25，epoch=15"
SegmTransformer,113,Thu Sep  7 14:58:28 2023,0,0,50000,50000,0h 13min 1.1283626556396484second,27.470099040880374,0.7806185228204413,0.0030353732793279905,0.04789914300425192,0.7084898564718403,0.7605255872913168,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，Hloss，w25，epoch=35"
SegmTransformer,114,Wed Sep 13 00:02:06 2023,0,0,50000,50000,0h 32min 58.72426962852478second,27.18920892116941,0.778728454498321,0.002605398634140169,0.04920614203678066,0.7516533773236246,0.76311487523727,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，Hloss，w100，mse加权，mae不加权，epoch=20"
SegmTransformer,115,Wed Sep 13 14:18:40 2023,0,0,50000,50000,0h 37min 39.54260230064392second,27.583558705832836,0.7851899487754469,0.002322772246998571,0.04727896701415393,0.7183501244207827,0.7709393222118104,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，Hloss，w50，mse加权，mae不加权，epoch=20"
SegmTransformer,118,Thu Sep 14 14:17:16 2023,0,0,50000,50000,0h 41min 51.210307598114014second,25.805381237086088,0.7369462900859296,0.003332021338900483,0.05870165111551019,0.5925805059832047,0.5292920915748972,"CircuitNet-28数集，tinyeh=20，加载预训练模型,采用MixLoss，Hloss，delta=0.05，w100，mse加权，mae不加权，epoch=20"
SegmTransformer,120,Tue Sep 19 00:07:21 2023,0,0,50000,50000,None,26.368109944217725,0.7732833455343672,0.004486279376086634,0.05303534990690715,0.6914209906655363,0.7507442885333371,0.5901987772341998,CircuitNet-28数集，tiny模型，训练生成数据预训练模型，卷积核为1，loss=MSE
SegmTransformer,121,Tue Sep 19 00:05:15 2023,0,0,50000,50000,None,27.302842445621163,0.7773034276038413,0.001812727351857799,0.048506772194914116,0.7417178232034602,0.7597585664679526,0.7191121420506901,"CircuitNet-28数集，tinyeh=20，加载预训练模型119,采用MSELoss，卷积核=1，epoch=20"
SegmTransformer,122,Fri Sep 15 14:06:25 2023,0,0,50000,50000,0h 57min 13.615908145904541second,18.765883029118655,0.6058737463432958,0.002041237694876535,0.12119025514674663,0.0,0.20657886837888156,0.398506610625927,CircuitNet-28数集，epoch=20，ncls=2，卷积核=1
SegmTransformer,123,Tue Sep 19 00:08:42 2023,0,0,50000,50000,None,26.80782193876409,0.7266336360620719,0.005160497880614965,0.05119684505121825,0.7966750987877675,0.3743008948789347,0.30250385228110227,CircuitNet-28数集，epoch=20，反卷积decoder，卷积核=1
SegmTransformer,124,Tue Sep 19 17:50:48 2023,0,0,50000,50000,0h 14min 5.020296335220337second,12.24219104302813,0.2590788805114062,0.004765561422716953,0.24675377087331823,0.7747012016459717,0.3504921642915828,0.398506610625927,"CircuitNet-28数集，tinyeh=20，,采用MELoss，反卷积16-256，卷积核1x1+sigmoid，epoch=20"
SegmTransformer,125,Tue Sep 19 22:02:49 2023,0,0,50000,50000,0h 17min 4.469752550125122second,12.630106309865331,0.37267705803707396,0.0018344489120502689,0.23639248480202818,0.5065550075274109,0.20828027264077922,0.398506610625927,"CircuitNet-28数集，tinyeh=20，,采用MELoss，反卷积16-256，卷积核1x1+sigmoid，epoch=40，加载预训练模型"
SegmTransformer,126,Tue Sep 19 22:42:30 2023,0,0,50000,50000,0h 23min 13.625286340713501second,10.265108207180514,0.013646291711352815,0.0039837662926515945,0.30790627526389736,0.5991782704758856,0.26092599130555777,0.4214886473957118,CircuitNet-28数集，tiny模型，训练生成数据预训加载预训练模型，反卷积+1x1卷积核，Huberloss，epoch=40
SegmTransformer,127,Wed Sep 20 00:30:55 2023,0,0,50000,50000,0h 8min 23.39228582382202second,15.032334057391171,0.5020659721612056,0.0024310704579696943,0.18101169339063145,0.6753263730299321,0.397746782439036,0.398506610625927,CircuitNet-28数集，tiny模型，训练生成数据预训加载预训练模型，反卷积+1x1卷积核，Huberloss，epoch=40
SegmTransformer,128,Thu Sep 21 00:28:02 2023,0,0,50000,50000,0h 16min 5.896184921264648second,14.236723803589111,0.3238509857350478,0.003384171635402289,0.1968337513275322,0.8204299989098047,0.34745893843575265,0.398506610625927,"CircuitNet-28数集，tinyeh=20，,采用MELoss，反卷积16-256，卷积核1x1+sigmoid，delta=0.15，epoch=40，加载预训练模型"
SegmTransformer,129,Fri Sep 29 01:12:49 2023,0,0,50000,50000,0h 17min 7.713869571685791second,1.0608259576805952,0.17613197465857913,0.002041237694876535,0.8857562672020477,0.0,0.20657886837888156,0.398506610625927,采取Huberloss自适应算法，初始值为0.15，加载预训练模型，双线性插值+1x1卷积核还原尺寸，epoch=40
SegmTransformer,130,Fri Sep 29 12:00:01 2023,0,0,50000,50000,0h 11min 57.82609677314758second,27.72090401523114,0.7876436316004107,0.002822112306180103,0.04630693659271642,0.8003271808272151,0.4828321950933984,0.22091961607998636,采取Huberloss自适应算法，初始值为0.3，加载预训练模型，双线性插值+1x1卷积核还原尺寸，epoch=40
SegmTransformer,131,Fri Sep 29 16:12:25 2023,0,0,50000,50000,0h 13min 59.87764573097229second,27.64289397220277,0.7848047347787214,0.0023468985268198586,0.046596860193093566,0.8264264408238695,0.4902328912312661,0.24201199553529829,采取Huberloss自适应算法，初始值为0.25，加载预训练模型，双线性插值+1x1卷积核还原尺寸，epoch=40
SegmTransformer,132,Fri Sep 29 17:35:54 2023,0,0,50000,50000,0h 14min 48.403743743896484second,27.533568801719312,0.783970225419117,0.002236919140845876,0.047283855529425954,0.827090618057839,0.5011552901487643,0.1546179062280748,采取Huberloss自适应算法，初始值为0.20，加载预训练模型，双线性插值+1x1卷积核还原尺寸，epoch=40
SegmTransformer,133,Fri Sep 29 21:13:41 2023,0,0,50000,50000,0h 18min 54.99148416519165second,27.629953319469,0.7847288520392102,0.002617573052380992,0.04677397622455153,0.8230225059158968,0.49628752021081274,0.1904216228029891,采取Huberloss自适应算法，初始值为1，加载预训练模型，双线性插值+1x1卷积核还原尺寸，epoch=40
SegmTransformer,134,Fri Sep 29 22:38:07 2023,0,0,50000,50000,0h 17min 42.22450375556946second,27.633626085950038,0.7862087172288116,0.0021559640143523477,0.046813972535571895,0.8080061054752605,0.5041129289171895,0.1444602876971663,采取Huberloss自适应算法，初始值为0.15，加载预训练模型，双线性插值+1x1卷积核还原尺寸，epoch=40
SegmTransformer,135,Mon Oct  2 14:45:46 2023,0,0,50000,50000,0h 13min 0.33313608169555664second,27.49610339698965,0.7802813152540548,0.002629238683565528,0.04729254595470346,0.8314366707761517,0.5081024328651227,0.2417835580133152,MSEloss，加载预训练模型，双线性插值+1x1卷积核还原尺寸，epoch=40
SegmTransformer,136,Mon Oct  2 17:26:12 2023,0,0,50000,50000,0h 5min 47.34513449668884second,27.507780714242198,0.7799821792770029,0.002682723001342658,0.047475951986527515,0.8150662267538491,0.4149604490380769,0.24865108166362,Huberloss自适应算法，加载预训练模型，双线性插值+3x3卷积核还原尺寸，epoch=20
SegmTransformer,137,Mon Oct  2 18:14:25 2023,0,0,50000,50000,0h 4min 53.66786313056946second,27.360995017217896,0.7729314373315882,0.0033991230197260264,0.04842990113152671,0.8307998355390959,0.4541840309033858,0.30808295934159313,Huberloss自适应算法，加载预训练模型，双线性插值+3x3卷积核还原尺寸，epoch=20，不设种子
SegmTransformer,138,Tue Oct  3 15:02:40 2023,0,0,50000,50000,0h 6min 30.111528396606445second,8.777115613378053,0.3490897735247098,0.002041237694876535,0.36584710477527954,0.0,0.20657886837888156,0.398506610625927,不使用卷积层输出，ncls=1
SegmTransformer,139,Tue Oct  3 16:09:56 2023,0,0,50000,50000,0h 8min 22.852840185165405second,27.46775162851425,0.7823873867567627,0.003353192102441896,0.047537995881839795,0.785754991635964,0.3826270353759157,0.20144418339746065,Huberloss自适应算法，加载预训练模型，双线性插值+5x5卷积核还原尺寸，epoch=20
SegmTransformer,140,Tue Oct  3 22:59:19 2023,0,0,50000,50000,0h 9min 16.04965043067932second,27.624464917985893,0.7838208492537658,0.0022382509768687367,0.04671813004462675,0.8138642301457477,0.3874363243866789,0.28317347585688346,L1loss，加载预训练模型，双线性插值+3x3卷积核还原尺寸，epoch=20
SegmTransformer,140,Tue Oct  3 23:56:21 2023,0,0,50000,50000,0h 9min 28.187130212783813second,27.019153306972527,0.7822427281416606,0.0021216621817891426,0.049891465717238154,0.7886351713478319,0.34537178611112956,0.00041265407007127917,L1loss，加载预训练模型，双线性插值+3x3卷积核还原尺寸，epoch=20
SegmTransformer,141,Tue Oct  3 23:56:21 2023,0,0,50000,50000,0h 9min 28.187130212783813second,27,0,0,0,0,0,0,使用SegNet，生成数据预训练
SegmTransformer,142,Sun Oct 29 14:58:10 2023,0,0,50000,50000,0h 16min 45.86201214790344second,25.766589046750624,0.7582346714909601,0.00531328681446659,0.054155210250144595,0.7167350706096492,0.380675752986295,0.22789730036463887,使用SegNet，正式训练
SegmTransformer,143,Sun Oct 29 22:39:45 2023,0,0,50000,50000,0h 29min 51.97196698188782second,27.04349086612756,0.7697069594030178,0.004522600947077446,0.04983302762910684,0.8195328138518204,0.4380612149558642,0.0,使用ConvNeTx，正式训练，使用了MAE
SegmTransformer,144,Mon Oct 30 11:09:26 2023,0,0,50000,50000,0h 22min 54.69143509864807second,27.213748883666415,0.7752230544769642,0.004266080678488904,0.048569300689591456,0.8470100628779663,0.4581841315268449,0.0,使用ConvNeTx，正式训练
